user_question_title,user_question_body
Connection Reset by Peer error,"<p>I keep getting the following error when I try to run </p>
<p>cat list_of_urls.txt | python get_clean_text.py &gt; articles_and_urls.txt and I&#39;m not sure why. Any ideas? </p>
<p></p>
<pre>Traceback (most recent call last):
  File &#34;get_clean_text.py&#34;, line 25, in &lt;module&gt;
    txt = get_text(url)
  File &#34;get_clean_text.py&#34;, line 14, in get_text
    soup = BeautifulSoup(urllib2.urlopen(url).read(), &#39;html.parser&#39;)
  File &#34;/usr/lib64/python2.7/urllib2.py&#34;, line 127, in urlopen
    return _opener.open(url, data, timeout)
  File &#34;/usr/lib64/python2.7/urllib2.py&#34;, line 404, in open
    response = self._open(req, data)
  File &#34;/usr/lib64/python2.7/urllib2.py&#34;, line 422, in _open
    &#39;_open&#39;, req)
  File &#34;/usr/lib64/python2.7/urllib2.py&#34;, line 382, in _call_chain
    result = func(*args)
  File &#34;/usr/lib64/python2.7/urllib2.py&#34;, line 1214, in http_open
    return self.do_open(httplib.HTTPConnection, req)
  File &#34;/usr/lib64/python2.7/urllib2.py&#34;, line 1187, in do_open
    r = h.getresponse(buffering=True)
  File &#34;/usr/lib64/python2.7/httplib.py&#34;, line 1067, in getresponse
    response.begin()
  File &#34;/usr/lib64/python2.7/httplib.py&#34;, line 409, in begin
    version, status, reason = self._read_status()
  File &#34;/usr/lib64/python2.7/httplib.py&#34;, line 365, in _read_status
    line = self.fp.readline(_MAXLINE &#43; 1)
  File &#34;/usr/lib64/python2.7/socket.py&#34;, line 476, in readline
    data = self._sock.recv(self._rbufsize)
socket.error: [Errno 104] Connection reset by peer</pre>
<p></p>"
HW3 Score Issue,"<p>I am confused about my score on the training the classifier hw3 assignment. The results say that I did not submit code? Perhaps there was an error with the submission system, but I worked very hard on the assignment, and I am positive that I ran turnin before the deadline. Why was my code not found, and what should I do to remedy this situation?</p>
<div>
<div></div>
</div>"
Peer review feedback sent out,"<p>Hi everyone, </p>
<p></p>
<p>We&#39;ve sent the feedback from your peers on the final project pitches. If you didn&#39;t receive it, first check with your group (if your Penn email is a personal email account, like on gmail, it may not have matched your PennKey to it), then let us know if nobody in your group received any emails. You should have received at least one email - each email corresponds to one person&#39;s review of your three projects. If you have any questions, please let us know. </p>
<p></p>
<p>#pin</p>"
Grabbing page contents -- question about my approach!,"<p>I&#39;ve successfully gotten my bing_api.py to grab URLS using the Bing API.  I am now working on grabbing the contents of each URL page so I can get the three fields to print out, as we&#39;re asked to do.  I modified the get_urls() function so that it returns a list of URLS. Then I created another function get_fields, which takes as input a list. So for each element in the list, I am using Beautiful Soup to get the three fields from it&#39;s HTML contents.  A few minor questions....</p>
<p></p>
<p>Does it make the most sense to have the get_fields() function take as input a single URL, and then in the main method, I can simply iterate over my list returned from the get_urls() function and for each URL get the fields I want, or simply pass the entire list to the get_fields() function and then grab all of the fields for all URLS. In the past, when I&#39;ve worked with BeautifulSoup, I&#39;ve stored all of the HTML contents locally, but is that a bad design choice, considering the URL list could be really, really big. I&#39;m trying to think about whether one approach is more efficient, or if it&#39;s a trivial design choice that does not really matter.</p>
<p></p>
<p>Thanks in advance!</p>"
Homework 1: Become a Crowd Worker,"<p>Homework 1 is available on the class web site: <a href=""http://crowdsourcing-class.org/assignment1.html"">http://crowdsourcing-class.org/assignment1.html</a></p>
<p>It is due Friday January 22, 2016 before class.  If you have any questions about the assignment, you can post them on this thread.</p>
<p></p>
<p>Just a reminder that the course&#39;s late day policy is posted here: <a href=""http://crowdsourcing-class.org"">http://crowdsourcing-class.org</a></p>
<p>Each student may use up to 5 late days over the course of the term.  There is no need to ask for permission.  No additional late days will be granted.  After you exhaust your late days, any additional late days will incur a 20% penalty. </p>"
Submission is turned off for crowdflower assignment,"<p>Just checked with turnin -c nets213 -l. Would you mind opening it up? Thank you!</p>
<p></p>
<p>EDIT as of 3:14: working now, thanks.</p>"
Programming Language Used,"<p>For some reason, when I read that we could &#34;implement it however [we] want,&#34; I assumed we could do the programming for this assignment in any language we preferred, especially since the TAs and professor would not be running the code. Do we have to write in Python, or can we use another language we&#39;re comfortable in?</p>"
Late days,<p>I just submitted my assignment for HW2. Does this count as two or three late days?</p>
Are there any scholars/papers with a much more positive view of MTurk?,<p>Is there a very different perspective in the academic community from what we&#39;ve been reading?</p>
"number of lines in articles.txt, urls.txt, and classifier_predictions.txt","<p>Hi i&#39;m confused by the following statement in the homework:</p>
<p></p>
<p><strong>5. Gather the positive predictions </strong>&#34;You now have three parallel files, each with the same number of lines in it: <code>articles.txt</code>, <code>urls.txt</code>, and <code>classifier_predictions.txt&#34;</code></p>
<p></p>
<p>I can understand why <code>urls.txt</code>, and <code>classifier_predictions.txt </code>have the same number of lines (because they describe the articles that we found), but I don&#39;t understand how articles.txt would be the same size. I thought these were the 70,000 training data articles?</p>"
OH over the weekend?,Will there be any OH over the weekend since this assignment is due on Monday instead of the usual Friday?
Gun Violence Archive URLs,"<p>For the gun violence archive URLs, should we keep the pages that have the gunviolencearchive domain? Most of these pages do have interesting facts about the incident, but I&#39;m assuming by articles you wanted the source material? (For example, for <a href=""http://www.gunviolencearchive.org/incident/500593,"">http://www.gunviolencearchive.org/incident/500593,</a> we&#39;d write the link <a href=""http://abc7chicago.com/news/2-teens-found-fatally-shot-in-gary/1189625/"" target=""_new"">http://abc7chicago.com/news/2-teens-found-fatally-shot-in-gary/1189625/</a> to the newly created textfile).</p>
<p></p>
<p>Or should we include the gunviolencearchive page as well?</p>"
Takeaways &amp; Grades from &#34;Becoming a Requester&#34;,"<p>Hi everyone, </p>
<p></p>
<p>Grades have been sent out for &#34;Becoming a Requester.&#34; If you haven&#39;t received the email, and it&#39;s not in your spam folder, you can complete the form <a href=""http://goo.gl/forms/dPv5TI7zuB"" target=""_blank"">here</a> and I will try to get your grades back to you by midnight (which is also the drop deadline). </p>
<p></p>
<p>Overall, you did very well with it and are now masters of crawling the internet. You gained some new tools that you should keep in mind for the final project (and the first part has been released, yay!). </p>
<p></p>
<p>We did see a few common misconceptions that we&#39;d like to clear up. </p>
<p></p>
<ul><li>The <strong>hourly wage</strong> referred to what the workers completing your job earned (you can view this value on Crowdflower&#39;s analytics tab). Without simply paying more per task, the other variable we could affect was the amount of time it takes to complete. Making the links clickable, scraping the text of the article and uploading that to Crowdflower instead of URLs, and providing clear, unambiguous directions to make deciding the label easier were all great ways, but there&#39;s a lot that we can do on this side. </li><li><strong>Precision</strong> is the ratio of true positives over all positives, or the probability that once your classifier has labeled an article as gun violence, it&#39;s actually about an instance of gun violence. This differed from <strong>accuracy</strong> because accuracy is the ratio of correct labels over all labels (true positives &#43; true negatives)/(all positives &#43; all negatives). Some of you submitted definitions from other fields, and we would encourage you to go back through and review the slides. </li><li><strong>Recall</strong> is the ratio of (true positives)/(true positives &#43; false negatives). For our data set, this was the probability that an article about gun violence would be given a positive label by our classifier. We couldn&#39;t calculate that because we only gave the Crowdflower workers positively-labeled data, and therefore can&#39;t draw any conclusions about the number of false negatives in our labels. </li><li>Within the <strong>Bing API</strong> piece, many of the titles submitted were &#34;News Result.&#34; This is a field in the Bing API, but doesn&#39;t correspond to the actual title of the article (or it would be very difficult to decide which articles to read). </li><li>There are a lot of sources of <strong>bias</strong> in the way that we collected data. One of our goals is to minimize this. It&#39;s easy to see that minor injuries are unlikely to be reported, that areas with less media coverage are less likely to be scraped (some of you started with the New York Times and the LA Times, but nobody checked any newspapers from the middle of nowhere), that reporting around gun violence can be sensationalized and since we aren&#39;t deduplicating results yet, there are likely repeat incidents that were reported on at multiple URLs you submitted. There are other sources too, and thinking about this is an important part of building a comprehensive system to measure anything (not just gun violence). </li><li>Some of you got really original with what you named the files that you submitted. While we appreciate your creative genius, it makes it a lot easier to grade when the names of files approximately correspond to what&#39;s in them. Please keep this in mind for future assignments. </li></ul>
<p></p>
<p>If you have a regrade request or specific questions about your grades, you should come to office hours to discuss it. </p>
<p></p>
<p>#pin</p>"
